https://www.random.org/integers/?num=435&min=1&max=10000&col=1&base=10&format=plain&rnd=date.2021-02-18
8329,4660,507,257,6589,9730,1419,8360,3116,7748,6996,216,2030,8909,6419,4755,7947,8631,8054,1931,7255,3315,6250,2289,9856,7833,9308,4599,5549,5831,7163,6811,4009,2359,3393,4110,2780,9665,2600,2903,1474,6270,8794,1034,5852,3346,8976,6669,4679,8547,4393,7959,4451,3820,4305,1616,1179,2459,3212,8526,2688,2580,2731,4139,8097,5662,7654,3084,1508,5384,2121,8294,566,2711,2849,6886,3735,8217,7274,2953,4551,6062,8774,7439,8222,4058,1562,8946,2784,1721,516,991,3876,8136,8490,8455,1517,3158,8973,2243,9582,8043,9899,9551,1730,4798,9954,7831,1664,6963,6760,6313,9810,4139,1869,392,874,1911,4047,8089,7114,6318,2970,6309,6210,444,703,6797,4157,9205,4204,9076,8262,213,5158,3271,8058,2886,6310,6465,5049,992,558,3262,2562,8195,9031,5810,1990,6556,6141,8333,2874,8801,21,1204,2609,6618,1466,1414,7624,8041,2582,1640,4811,358,9380,13,9901,7202,1125,1526,3093,9041,7295,4058,152,3141,4192,8379,3989,5035,5049,9862,353,4615,5356,7036,5335,8737,9910,2227,4044,4179,8599,3995,5882,3592,3495,9876,9206,395,3569,2732,4615,668,7394,4930,6444,1677,3071,428,4791,5874,3798,1545,7078,1442,1318,4374,5902,6601,3304,2922,8167,875,9555,3976,7127,9812,7914,3078,4851,5188,7224,9471,9874,8460,1961,1596,6002,1738,5300,9587,2782,588,5168,536,3815,5774,6573,7260,131,9236,4945,337,7401,5283,9389,9164,7728,368,1938,757,943,1312,7512,2710,943,5848,8991,7872,7098,9577,4865,3967,5161,8195,3307,4079,8697,1064,8717,8723,830,7346,2742,7147,4008,8054,326,6071,9953,4248,8019,7345,4091,8035,3594,8076,9488,5143,5793,5884,7577,6150,1248,256,7078,3841,4778,4352,9866,8113,2532,2117,4323,1606,499,1033,3483,9865,7490,3442,73,926,1184,987,248,7331,9209,8601,9470,6757,1998,1517,3754,6970,9615,1747,3938,6749,4568,7545,9583,9799,7460,8700,7701,3189,5539,6789,1045,4484,3680,5068,6952,4781,214,1825,6445,8370,9100,6386,6435,7790,4847,8208,7793,902,4126,4670,9918,4953,9878,196,1548,2793,8921,6541,4932,6137,9778,7241,6494,5602,224,4893,1754,8367,9319,4827,6750,9818,5497,9536,2100,1126,6240,4503,4023,2362,3577,2864,876,2537,3098,7869,6708,4560,4418,4738,1882,8262,8774,2328,8653,9090,8196,7890,2935,6335,2930,8337,1359,7193,6095,8870,9089,8729,295,8701,4527,7092,3509

1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
4755,1034,2121,1517,6318,8195,9901,9910,428,3078,6573,943,7346,5143,4323,9209,0,9583,9799,7460,8700,7701,3189,5539,6789,1045,4484,3680,5068,6952
7947,5852,8294,3158,2970,9031,7202,2227,4791,4851,7260,5848,2742,5793,1606,8601,9583,0,4781,214,1825,6445,8370,9100,6386,6435,7790,4847,8208,7793
8631,3346,566,8973,6309,5810,1125,4044,5874,5188,131,8991,7147,5884,499,9470,9799,4781,0,902,4126,4670,9918,4953,9878,196,1548,2793,8921,6541
8054,8976,2711,2243,6210,1990,1526,4179,3798,7224,9236,7872,4008,7577,1033,6757,7460,214,902,0,4932,6137,9778,7241,6494,5602,224,4893,1754,8367
1931,6669,2849,9582,444,6556,3093,8599,1545,9471,4945,7098,8054,6150,3483,1998,8700,1825,4126,4932,0,9319,4827,6750,9818,5497,9536,2100,1126,6240
7255,4679,6886,8043,703,6141,9041,3995,7078,9874,337,9577,326,1248,9865,1517,7701,6445,4670,6137,9319,0,4503,4023,2362,3577,2864,876,2537,3098
3315,8547,3735,9899,6797,8333,7295,5882,1442,8460,7401,4865,6071,256,7490,3754,3189,8370,9918,9778,4827,4503,0,7869,6708,4560,4418,4738,1882,8262
6250,4393,8217,9551,4157,2874,4058,3592,1318,1961,5283,3967,9953,7078,3442,6970,5539,9100,4953,7241,6750,4023,7869,0,8774,2328,8653,9090,8196,7890
2289,7959,7274,1730,9205,8801,152,3495,4374,1596,9389,5161,4248,3841,73,9615,6789,6386,9878,6494,9818,2362,6708,8774,0,2935,6335,2930,8337,1359
9856,4451,2953,4798,4204,21,3141,9876,5902,6002,9164,8195,8019,4778,926,1747,1045,6435,196,5602,5497,3577,4560,2328,2935,0,7193,6095,8870,9089
7833,3820,4551,9954,9076,1204,4192,9206,6601,1738,7728,3307,7345,4352,1184,3938,4484,7790,1548,224,9536,2864,4418,8653,6335,7193,0,8729,295,8701
9308,4305,6062,7831,8262,2609,8379,395,3304,5300,368,4079,4091,9866,987,6749,3680,4847,2793,4893,2100,876,4738,9090,2930,6095,8729,0,4527,7092
4599,1616,8774,1664,213,6618,3989,3569,2922,9587,1938,8697,8035,8113,248,4568,5068,8208,8921,1754,1126,2537,1882,8196,8337,8870,295,4527,0,3509
5549,1179,7439,6963,5158,1466,5035,2732,8167,2782,757,1064,3594,2532,7331,7545,6952,7793,6541,8367,6240,3098,8262,7890,1359,9089,8701,7092,3509,0
